smiles,Transfer_Learning,Index,UMAP_1,UMAP_2,PCA_1,PCA_2,TNSE_1,TNSE_2
c1cc(ccc1C(F)(F)F)S(=O)(=O)N2CCN(C[C@@H]2C(=O)NCc3ccc(c(c3)F)OC(F)(F)F)c4nc5c(s4)cnc(n5)C6CC6,Fine-Tuning_Dataset,0,-0.3741478,-1.5424356,0.037560614463943626,0.17026238021863424,43.024384,-14.120255
C1N(c2nc3nc(C4CC4)ncc3s2)C[C@H](C(NCc2ccc(OC(F)(F)F)c(F)c2)=O)N(S(=O)(c2ccc(C(F)(F)F)cc2)=O)C1,Fine-Tuning_Dataset,1,-0.36681274,-1.5352654,0.03756061446394283,0.1702623802186365,42.5188,-13.799914
O=S(c1ccc(C(F)(F)F)cc1)(=O)N1[C@@H](C(NCc2cc(F)c(OC(F)(F)F)cc2)=O)CN(c2nc3c(cnc(C4CC4)n3)s2)CC1,Fine-Tuning_Dataset,2,-0.37887764,-1.5460882,0.037560614463941676,0.17026238021863926,43.024384,-14.120255
C1CN(c2nc3nc(C4CC4)ncc3s2)C[C@H](C(=O)NCc2ccc(OC(F)(F)F)c(F)c2)N1S(c1ccc(C(F)(F)F)cc1)(=O)=O,Fine-Tuning_Dataset,3,-0.37388322,-1.5417019,0.03756061446394174,0.1702623802186401,42.5188,-13.799914
C1[C@H](C(=O)NCc2ccc(OC(F)(F)F)c(F)c2)N(S(c2ccc(C(F)(F)F)cc2)(=O)=O)CCN1c1sc2c(nc(C3CC3)nc2)n1,Fine-Tuning_Dataset,4,-0.37418354,-1.5421273,0.037560614463941606,0.1702623802186394,43.024384,-14.120255
C1CN(S(c2ccc(C(F)(F)F)cc2)(=O)=O)[C@@H](C(NCc2ccc(OC(F)(F)F)c(F)c2)=O)CN1c1nc2nc(C3CC3)ncc2s1,Fine-Tuning_Dataset,5,-0.3733148,-1.5419971,0.037560614463941634,0.17026238021863954,43.049046,-13.521739
O(c1ccc(CNC([C@H]2CN(c3sc4cnc(C5CC5)nc4n3)CCN2S(=O)(c2ccc(C(F)(F)F)cc2)=O)=O)cc1F)C(F)(F)F,Fine-Tuning_Dataset,6,-0.37593326,-1.5435736,0.03756061446394166,0.17026238021863963,43.024384,-14.120255
s1c(N2CCN(S(=O)(=O)c3ccc(C(F)(F)F)cc3)[C@@H](C(NCc3ccc(OC(F)(F)F)c(F)c3)=O)C2)nc2c1cnc(C1CC1)n2,Fine-Tuning_Dataset,7,-0.3775061,-1.5437657,0.03756061446394166,0.17026238021863976,42.5188,-13.799914
C(F)(F)(Oc1ccc(CNC([C@@H]2N(S(=O)(c3ccc(C(F)(F)F)cc3)=O)CCN(c3nc4nc(C5CC5)ncc4s3)C2)=O)cc1F)F,Fine-Tuning_Dataset,8,-0.39752144,-1.5625671,0.03756061446394167,0.1702623802186396,43.024384,-14.120255
c1(OC(F)(F)F)ccc(CNC([C@@H]2N(S(=O)(=O)c3ccc(C(F)(F)F)cc3)CCN(c3nc4nc(C5CC5)ncc4s3)C2)=O)cc1F,Fine-Tuning_Dataset,9,-0.3790014,-1.5446267,0.03756061446394167,0.17026238021863965,43.024384,-14.120255
c1([N+]([O-])=O)cc(C(Nc2c(C)ccc(C(=O)Nc3ccc(S(O)(=O)=O)c4c3c(S(=O)(=O)O)ccc4)c2)=O)ccc1,Fine-Tuning_Dataset,10,8.491508,5.951963,0.07578138508518045,0.6030334757898269,14.282313,57.48095
C(Nc1c(C)ccc(C(Nc2c3c(S(O)(=O)=O)cccc3c(S(O)(=O)=O)cc2)=O)c1)(=O)c1cc([N+]([O-])=O)ccc1,Fine-Tuning_Dataset,11,8.455439,5.991638,0.07578138508518045,0.6030334757898269,14.323273,57.889324
O=[N+](c1cc(C(=O)Nc2cc(C(Nc3c4c(S(O)(=O)=O)cccc4c(S(=O)(=O)O)cc3)=O)ccc2C)ccc1)[O-],Fine-Tuning_Dataset,12,8.412596,6.0301347,0.07578138508518045,0.6030334757898269,13.7722645,58.174885
c1cc(S(=O)(O)=O)c2c(NC(c3ccc(C)c(NC(c4cc([N+](=O)[O-])ccc4)=O)c3)=O)ccc(S(=O)(=O)O)c2c1,Fine-Tuning_Dataset,13,8.457643,6.031585,0.07578138508518045,0.6030334757898269,13.530083,57.48488
N(C(c1cc([N+](=O)[O-])ccc1)=O)c1cc(C(=O)Nc2ccc(S(=O)(=O)O)c3cccc(S(=O)(O)=O)c23)ccc1C,Fine-Tuning_Dataset,14,8.458384,5.984088,0.07578138508518045,0.6030334757898269,12.855623,57.005333
O=S(O)(=O)c1cccc2c1c(NC(c1ccc(C)c(NC(c3cccc([N+]([O-])=O)c3)=O)c1)=O)ccc2S(=O)(=O)O,Fine-Tuning_Dataset,15,8.476316,5.966962,0.07578138508518045,0.6030334757898269,12.878765,57.61785
[O-][N+](=O)c1cc(C(Nc2c(C)ccc(C(=O)Nc3ccc(S(O)(=O)=O)c4cccc(S(=O)(=O)O)c43)c2)=O)ccc1,Fine-Tuning_Dataset,16,8.392877,6.0496645,0.07578138508518045,0.6030334757898269,14.282313,57.48095
c1c(S(=O)(=O)O)c2cccc(S(=O)(O)=O)c2c(NC(c2cc(NC(c3cccc([N+](=O)[O-])c3)=O)c(C)cc2)=O)c1,Fine-Tuning_Dataset,17,8.444461,5.9987082,0.07578138508518045,0.6030334757898269,13.0739975,58.14467
c1cc(C(Nc2c3c(c(S(O)(=O)=O)cc2)cccc3S(O)(=O)=O)=O)cc(NC(c2cc([N+]([O-])=O)ccc2)=O)c1C,Fine-Tuning_Dataset,18,8.467135,5.9758716,0.07578138508518045,0.6030334757898269,13.530083,57.48488
Cc1ccc(c(c1)C)S(=O)(=O)Nc2cc(sc2C(=O)O)c3ccc(s3)C(=O)C,Fine-Tuning_Dataset,19,-3.7160795,0.28041235,0.24967623757324878,0.7080762388880489,-23.79206,5.1251388
C(=O)(O)c1sc(-c2ccc(C(=O)C)s2)cc1NS(=O)(=O)c1ccc(C)cc1C,Fine-Tuning_Dataset,20,-3.7284076,0.2623155,0.24967623757324878,0.7080762388880489,-23.399239,5.1049466
c1(C)cc(C)ccc1S(=O)(Nc1cc(-c2sc(C(C)=O)cc2)sc1C(=O)O)=O,Fine-Tuning_Dataset,21,-3.6989746,0.3098001,0.24967623757324878,0.7080762388880489,-23.20733,5.468621
O=C(O)c1c(NS(=O)(=O)c2ccc(C)cc2C)cc(-c2sc(C(=O)C)cc2)s1,Fine-Tuning_Dataset,22,-3.7548952,0.23859394,0.24967623757324878,0.7080762388880489,-23.886055,5.567153
c1(NS(c2c(C)cc(C)cc2)(=O)=O)c(C(O)=O)sc(-c2sc(C(=O)C)cc2)c1,Fine-Tuning_Dataset,23,-3.7308457,0.25674093,0.24967623757324878,0.7080762388880489,-23.504387,5.791081
c1c(-c2cc(NS(=O)(c3ccc(C)cc3C)=O)c(C(=O)O)s2)sc(C(C)=O)c1,Fine-Tuning_Dataset,24,-3.7174766,0.27330378,0.24967623757324878,0.7080762388880489,-23.324081,5.6982565
c1cc(C(C)=O)sc1-c1sc(C(O)=O)c(NS(=O)(c2c(C)cc(C)cc2)=O)c1,Fine-Tuning_Dataset,25,-3.7466276,0.23512052,0.24967623757324878,0.7080762388880489,-23.9185,5.3194737
c1cc(C(C)=O)sc1-c1cc(NS(c2ccc(C)cc2C)(=O)=O)c(C(O)=O)s1,Fine-Tuning_Dataset,26,-3.7599711,0.2265895,0.24967623757324878,0.7080762388880489,-23.234228,5.3152494
Cc1cc(C)c(S(=O)(=O)Nc2cc(-c3sc(C(=O)C)cc3)sc2C(O)=O)cc1,Fine-Tuning_Dataset,27,-3.7373497,0.25335708,0.24967623757324878,0.7080762388880489,-23.62892,5.049072
O=C(c1c(NS(c2ccc(C)cc2C)(=O)=O)cc(-c2ccc(C(C)=O)s2)s1)O,Fine-Tuning_Dataset,28,-3.7507708,0.25917754,0.24967623757324878,0.7080762388880489,-23.758543,5.7341294
c1cc2c(cc1C(F)(F)F)c(c(n2Cc3ccnc(c3)N)C(=O)O)N4C(=O)c5cscc5NC4=O,Fine-Tuning_Dataset,29,0.5075539,-10.623288,-2.2879788413043687,-2.726993777172779,-11.884821,36.468666
